name_local,rating,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Birria Alex ChacÃ³n,5,Un buen lugar para ir a comer Birria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,RiquÃ­simo tacos de birria y consomÃ©. Servicio rÃ¡pido y buena atenciÃ³n.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Hola hola todo esta rico  muy buen sabor y la atenciÃ³n es excelente,, ðŸ‘ðŸ‘ðŸ‘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Exquisito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,3,Esta bien para cuando no tienes mucho tiempo para almorzar y andas por el rumbo, estan ricos, bien srevidos y no tan caros, ademas el consome es sabroso; asi que si andas por aqui, pasa a probarlos, eso si, es un puesto callejero; por si no tienes problema en sentarte en un banquillo de plastico y comer en una mesa con demas comensales; buen probecho.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,RiquÃ­simos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Exelente comida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Excelente lugar y muy rico, atenciÃ³n muy muy bien y excelente trato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Excelentes y accesibles mejor atenciÃ³n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,De birria con su caldito ðŸ¤­ðŸ¤­,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,2,Pues no saben tan bien como dicen. Les fakta mucho sabor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,RiquÃ­simos  recomendables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy ricos esos doraditos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy buenos tacos y mucho mejor el consome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,4,Si eres fanÃ¡tico de la comida callejera, tienes que probar estas delicias, no te defraudaran, deli deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Pagas un solo consome y puedes rellenar las veces que sea necesario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy buena y recomendable, tambiÃ©n a muy buen precio y la atenciÃ³n de primera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,"Muy Rica la recomiendo.
Hoy fui por primera vez y me gusto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Excelentes tacos y consomÃ© un super servicio 1000x% recomendable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Todo muy rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,RiquÃ­simos tacos y consome de birria, los mejores que he probado y una excelente atenciÃ³n. 1000% recomendables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Super para la cruda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy buenos buena atenciÃ³n y si vas crudo puedes beber una cerveza jajaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,De las mejores birrias del rumbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Por su atenciÃ³n y sabor dÃ© su carnÃ©,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Una d las mejores birrias nada d que la polar aquÃ­ sÃ­ comes birria chingona y a buen precio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,4,Buen servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Me encanta!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,La mejor del rumbo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy buena y recomendable saludos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Dan un buen servicio y ante todo mucha limpieza, se que les va a gustar mucho la birria ya sea en taco o en plato, se los recomiendo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy rico. Recomendable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Ese lugar me encanto los taquitos dorados y la birria rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,OpciÃ³n de vasito de consome o plato de Birria. Tacos dorados o suaves..... La atenciÃ³n es muy veloz y el sabor excepcional. A dÃ³nde ir a desayunar el fin de semana o entre semana??? A la Birria de las esquina de Av. Tezozomoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,2,Muy ricos los taquitos al comal pÃ©simo el consomÃ© falta color y sabor ðŸ¤·ðŸ½â€â™‚ï¸no volverÃ­a a regresa ðŸ™…ðŸ½â€â™‚ï¸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,4,Buenos; pero caros por la zona, el tamaÃ±o de la tortilla y algo vulgar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy buena la birria la atenciÃ³n estÃ¡ muy bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,AÃ±os comiendo en este lugar recomiendo ampliamente, su birria deliciosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,3,De quÃ© estÃ¡n de genio, te atienden con su pinche carota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,La mejor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,"La mejor birria de azcapotzalco!!!!
Gracias ViejÃ³n!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy ricos tacos de birria y accesibles en el precio!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Se come muy sabroso y a muy buen precio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy bien lugar, se come muy rico y te atienden muy padre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Excelente birria...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,4,Lo mejor de la Birria en azcapotzalco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy buenos tacos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Buen servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,EstÃ¡n muy ricos esos taquitos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Los mejores tacos de birriaðŸ‘Œ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,4,Buen lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy rica a un precio accesible...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Excelente para desayunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,1,Malos malos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,4,Muy rica birria y a buen precio. El lugar es algo concurrido cerca del medio dÃ­a asÃ­ que mÃ¡s vale llegar temprano.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy ricos los tacos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Super chingona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy buen sabor!!! Totalmente recomendable!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muuuuuuuy buena.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,4,Me parece un poco caro por el tamaÃ±o de la porciÃ³n pero esos taquitos dorados son deliciosos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Sin duda alguna," una de las mejores birras que he comido
El sabor de los tacos es genial
La atenciÃ³n de todos los chavos es super
Siempre atentos a lo que te hace falta
Recomendables por si vas en familia
O por si vas crudo jajaja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Muy buena atenciÃ³n, buenos precios y muy buen sabor de la birria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria Alex ChacÃ³n,5,Exelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,El servicio fue muy bueno.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Es tan perfecto este restaurante bar q siento que no es verdad tienen de todo tipo de platillos y los precios jajaja dan risa estan tan vajos que no lo crees enserio no miento lo recomiendo al 150% â˜ºðŸ‘ðŸ’–ðŸ’™ðŸ’œðŸ’›ðŸ’šðŸ’—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,"En orden de estrellas:
1. AtenciÃ³n (por eso se llama como se llama).
2. Sabor"," la comida es deliciosa.
3. Lugar"," es agradable y tiene terraza en la parte superior.
4. Precio", es caro pero vale la pena.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,3,Sin queja de la comida... aunque un poquito arriba los precios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Los mejores tacos del barrio Sin lugar a dudas Excelente servicio excelente sabor y gran precio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Me gusta el como te atienden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente lugar..  le hacen honor al nombre del lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy buena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Buen servicio y excelente limpieza.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Lo mejor es la atenciÃ³n, y la comida es muy buena, sobre todo el pozole y la birria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente servicio, todo lo que eh probado exquisito, excelente sazÃ³n, pagas lo que vale la calidad de los alimentos," la calidad del cafÃ© es exageradamente buena y no se diga de la atenciÃ³n sÃºper amables.
10 Estrellas â­ï¸ â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,2,Carisimo, no va el precio con la comida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,La comida es buena, los precios son algo elevados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente servicio le hacen honor a su nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,1,Meseros horribles el valet parking deja tu carro en lugares prohibidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy amables =) jejeje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Un lugar agradable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Todo muy rico, la tenciÃ³n sÃºper bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Realmente muy amables y la comida muy buena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy buen lugar para comer y/o festejar algo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Buen sazÃ³n!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Muy buen servicio, el tamaÃ±o de las porciones es basto, y el sazÃ³n muy bueno!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,La comida es deliciosa y abundante y el trato como el mismo nombre lo dice... muy amables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy buen lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Claro que le hacen honor a su nombre, muy buena atenciÃ³n y muy rico sabor de la comida.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Es la mejor fonda que he visitado, el servicio merece 100 estrellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente atenciÃ³n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,3,Es rico l pozole pero caro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Deliciosa comida, leÃ±adora y su nombre lo dice todo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente servicio... Recomendable por mucho....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Comida y amabilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente la birria ðŸ˜±,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente lugar te atienden muy bien y son generosos con la comida!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente servicio, muy amables y todo estÃ¡ delicioso!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Si son muy amables y la comida estÃ¡ muy rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,1,Demasiada amabilidad. Pero.buen servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Como su nombre lo dice, son super amables y los platillos son riquisimos, llevamos yendo desde hace 6 aÃ±os y siempre volvemos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Los amables son muy amables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,La comida es una delicia y el servicio execelente!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Buenos desayunos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,3,El lugar es muy sencillo y la comida estÃ¡ regular.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Siguen siendo amables, per creo que el buen sazÃ³n ha disminuido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente servicio, super amables y te hacen sentir como en casa, el sr. Q me atendiÃ³, fue lo mÃ¡s maravilloso con sus palabras y buena vibra!!! Seguro regresarÃ©... Bendiciones!ðŸ™,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Por algo se llama lis amables. Exelente atencion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,En verdad son muy amables :),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,La mejor atenciÃ³n!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Es un restaurante donde los dueÃ±os siempre te dan la bienvenida, son muy atentos y amables, la comida normal el ambiente muy bueno y los precios bastante accesibles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Gran variedad de platillos, el pescado no es muy bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Deliciosos chiles en nogada! ...y hacen honor a su nombre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Bueno si se busca una comida de buen sabor y buen servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Tiene una gran atenciÃ³n de sus dueÃ±os.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,es un lugar informal para comer bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente servicio y comida saludable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Buen servicio,  platillos bien servidos, lo mejor su ensalada!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Es un lugar diferente, tiene comida mexicana de exelente calidad con muy buen gusto en sabor, pero sobretodo, resalta la calidad en el servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,LOS VIERNES BUENA VARIEDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy rico todo  y excelente servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Hace pleno honor a su nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Comida de buen sabor y porciones justas, buena atenciÃ³n y servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,De verdad hacen.honor a su.nombre, rl.servicio es.excelente y la comida muy rica, super recomendado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,3,Muy bueno y raciones muy abundantes pero el precio es muy elevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,muy buen servicio..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Le hacen honor a su nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,2,La comida es muy buena, casi todo tiene muy buen sazÃ³n. El servicio de quienes laboran ahÃ­ es bastante bueno. El precio es elevado," no es un lugar para comer diariamente. El dueÃ±o echa todo a perder con la actitud. Quiere ser ""amable"" pero llega a ser exagerado e invasivo con la clientela. Y cuando el cliente no acepta sus propuestas", pierde lo amable. DifÃ­cilmente volverÃ­a, lÃ¡stima.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy rico todo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Hacen honor a su nombre: super amables y atentos. La comida abundante y deliciosa, un poco cara, pero la calidad los respalda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy amables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy rico como siempre y la atenciÃ³n excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy lindo lugar, excelente servicio y la comida deliciosa. Maravillosa experiencia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Amables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,En el nombre llevan la penitencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,bueno y barato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Tiene pista de baile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Buen ambiente. Alimentos regulares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Como su nombre lo indica," tal cuÃ¡l es el servicio y todos los alimentos que he probado en el lugar son exquisitos.
Apenas he asistido unas tres veces", pero se ha convertido en uno de mis lugares favoritos para comidas informales debido a estos factores... excelente servicio y comida deliciosa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,2,Falta espacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,los chilaquiles, son lo mejor, muchas gracias, DELISIOSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Muy amables jajaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Me encanta, sus salsas deliciosas," comÃ­ un omelette super ricoðŸ‘ŒðŸ‘ŒðŸ‘Œsu cafÃ© estÃ¡ delicioso
Y sobre todo le hacen honor a su nombre
Son super amables.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,La amabilidad se quita al pagar, precios elevados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,3,El precio me parece alto aunque el servicio es muy atento los tiempos by el precio deben mejorar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Comida muy rica, precios accesibles y personal muy amable, totalmente recomendado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Excelentes tortas y desayunos, recomendable. Solo no me gusta que si quieres ir a comer tortas ahÃ­ no lo hay, solo tortas para llevar., ahÃ­ les fallo como negocio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,El sabor, calidad y atenciÃ³n supera por mucho a otros lugares mÃ¡s caros y conocidos, son mucho mÃ¡s que amables!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Platillos bien servidos y con amabilidad :),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Para comer muy rico vayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Se come muy rico! Y la atenciÃ³n es muy buena!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Me gusto, se pasan de amables. Por la comida me senti en mi casa pero la amabilidad no es la q me da mi mama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,4,Escelente atenciÃ³n!!! Le hacen honor al nombre!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS AMABLES,5,Comida deliciosa, atenciÃ³n excepcional, ambiente agradable, precios accesibles $250 por persona aprox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Excelente comida yucateca. Sigan las recomendaciones de los meseros. No se equivocan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Excelente sabor y atenciÃ³n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Delicioso ðŸ˜‹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Muy buena comida y excelente trato del personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Los mejores panuchos de la cdmx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Una cochinita deliciosa una atenciÃ³n se primera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,3,El costo - beneficio en total equilibrio. No he encontrado el platillo que me haga pensar Wow!!pero tiene un precio y Calidad adecuados. Es el lugar que no mata de bueno, pero al que siempre se vuelve!.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Excelente lugar para almorzar, la comida muy rica, del dÃ­a y calientita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,La comida es deliciosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,4,Recomendables los panuchos y los cotzitos... Solo aceptan efectivo. DeberÃ­an actualizar la forma de pago.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Muy buen lugar, la comida riquÃ­sima y el lugar es limpio. Precios excelentes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Todo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,4,Todo delicioso como siempre. Solo los huevos motuleÃ±os, no tenÃ­an plÃ¡tanos fritos. Buen precio. AtenciÃ³n regular.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Muy rica la comida yucateca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,De los mejores lugares de comida Yucateca. Buen servicio, deliciosa comida y buen precio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,La cochinita sÃ­ sabe a cochinita yucateca. La atenciÃ³n es buena y en esta nueva normalidad estÃ¡n teniendo las medidas necesarias para procurar la sana distancia. Se puede comer ahÃ­ o pedir desde tu auto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Excelente lugar de comida yucateca.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,Buen sabor y buen servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,1,PÃ©simo servicio a domicilio te mandan lo que quieren sin avisar y no realizan la devoluciÃ³n. PÃ©sima atenciÃ³n al cliente por parte del gerente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonda 99.99,5,"Se come delicioso y los precios muy accesibles.
Te recomiendo que lleves tiempo para esperar", ya que se toma mas o menos 30 min la espera para pasar, por que no estÃ¡n a su maxima capacidad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
