name_local,rating,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Rico Amanecer,5,Se come muy rico y el lugar es muy agradable! Super recomendable!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Excelente servicio, atenciÃ³n de primera," gran cafÃ© y muy buena comida.
Vuelvo cada que puedo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,"Super rico y buena atenciÃ³n!
VisitÃ³ este lugar desde que abriÃ³ y nunca me han quedado mal.!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,4,Lugar tranquilo, amables y ricos los alimentos!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,InterÃ©sate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,"Muy buen servicio.
Calidad en sus alimentos y amable atenciÃ³n.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,4,Lugar tranquilo y acogedor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,4,buen ambiente, buen sazÃ³n," muy a gusto
un poco menos de sal porfa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Divertido e interesante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,LleguÃ© por casualidad y la vista desde afuera no es muy agradable pero una ves que entras te das cuenta de la ambientaciÃ³n retro y te quedas fascinado viendo los detalles. En cuanto a comida es, de buena a muy buena, las bebidas en general son muy buenas y bien servidas. El cafÃ© es un punto favorable para el lugar, realmente es muy bueno. La atenciÃ³n a pesar de ser un poco despistado el servicio es muy amable y de buen trato. Definitivamente es un buen lugar para conocer algo diferente y pasar un buen rato, los precios, adecuados para la calidad y cantidad. Ampliamente recomendable y se convierte en un lugar favorito. Punto en contra es que no hay dÃ³nde dejar el auto asÃ­ que es mucho mejor ir en metro o a pie si estÃ¡s cerca.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Excelente trabajo,  el taller de alimentos es de primera... el cafÃ© exquisito!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Lugar sÃºper agradable, excelente el servicio, la comida rica y buena mÃºsica. Prueben el capuccino de menta ðŸ˜‹ðŸ‘ŒðŸ¼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Excelente atenciÃ³n y un lugar muy cÃ³modo y rico para una buena charla!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Ponen pelÃ­culas y tienen libros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Comida y cafÃ© muy buenos, con buen precio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,4,"Lugar informal para desayunar y comer.
Sabor casero muy rico. El cafÃ© y las malteadas deliciosas", ademÃ¡s del buen trato de quien te atiende. Lugar familiar recomendable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,4,La comida es sabrosa y la atenciÃ³n muy buena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,4,Agradable lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Es un buen sitio con sason y calidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,4,Muy agradable. Para personas que quieran relajarse y salir de la rutina. Ambiente y  cafÃ© que mÃ¡s quieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Muy bueno y excelente atenciÃ³n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,4,Es un lugar tranquilo para irse a tomar una taza de cafÃ© agusto con una buena platica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,MagnÃ­fico lugar para reunirse con los amigos, excelente servicio y ambiente muy agradable. 100% recomendable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Muy rico, me encanto el cafÃ©, la mÃºsica y el estilo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,4,Un lugar Ãºnico en la zona. Para satisfacer el buen gusto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,La comida es muy rica y la atencion es muy buena. Me gusta este lugar...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,ðŸ˜˜ ðŸ˜˜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,2,Les hace falta agrandar su menÃº, le ponen mucha sal a la comida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Muy rico cafÃ©. Especialmente el de menta verde es recomendado. Buena comida, de ahÃ­ recomendado los jalapeÃ±os rellenos de queso.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Pffffff todo sÃºper bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Amanecer,5,Es un pedazo de paraÃ­so para los amantes de lo retro. La atenciÃ³n es increÃ­ble, nunca te aburres, es como estar en casa y la comida maravillosa. AmÃ© este lugar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente servicio y alimentos espectaculares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,2,Hay que esperar una eternidad para que alguien se acerque a recibir al comensal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,AgradableðŸ¤—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Deliciosa la comida y super recomendable el aguachile, la vista genial y el trato mÃ¡s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,El espacio en la terraza estÃ¡ muy linda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,ðŸ˜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Hermosa vista y comida deliciosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,Buena comida, buen sazÃ³n y excelente vista al lago.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Lugar bonito y excelente atenciÃ³n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,3,Sabor regular. En los pescados la raciÃ³n es insuficiente. En carnes la porciÃ³n esta mejor. Buen mobiliario (sillas y mesas).  A la carta te llevas como 850 por persona en promedio. 03 Oct 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Delicioso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,1,Pesima atenciÃ³n para reservar, descuelgan y no te contestan, espero que no sea tan malo en general ya que no podre ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,El servicio y la vista son maravillosos, la comida es muy rica pero, considero que el precio es bastante elevado para los platillos. Definitivamente lo que pagas es la experiencia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Ideal para pasar un momento extraordinario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Delicioso todo, el pastel de chocolate 100% recomendable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Ambiente confortable, excelente servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,El bufet dominical es delicioso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,PerfecciÃ³n es la palabra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,"La atenciÃ³n del personal es muy buena y amable.

CÃ³mo lo dice en su carta"," los dÃ­as domingos ""el restaurante se vuelve cantina"" y opera el servicio de buffet a tu mesa. En este mes patrio puedes escoger de plato fuerte el chile en nogada u otras opciones como el pulpo zarandeado o las enmoladas de pato o albÃ³ndigas", el buffet te incluye postres ilimitados al igual que las entradas," pero Â¡ojo! Las bebidas no estÃ¡n incluidas.

En general me pareciÃ³ un lugar agradable"," tranquilo y agradecÃ­ que el relleno de chile fuera de carne picada y la manzana se apreciarÃ¡ picadita y no batida.

Sin embargo", le pongo 4 por dos pequeÃ±os detalles que, me parecen que deben de cuidarse aÃºn mÃ¡s en tiempos de Covid, mi taza de cafÃ© aÃºn tenÃ­a labial de algÃºn servicio anterior y no todos los meseros portaban adecuadamente el cubrebocas. Detalles que sin duda tendrÃ¡n que mejorar.,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Deliciosa comida y excelente servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Todo muy cool, poca gente entre semana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,El postre secreto de queso es exquisito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Food is really tasty, and the restaurant has an incredible view. I recommend to sit outside.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,Muy buenas instalaciones el sazÃ³n y la calidad de los alimentos bajo un poco (en estos tiempos de covid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente atenciÃ³n todos los protocolos de higiene, los platillos deliciosos y tanto el lugar como la vista son hermosos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente servicio. Ya los extraÃ±amos. Buena vista y ambiente familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,El buen tratÃ³ y la exquisita comida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,1,PÃ©simo servicio, menÃº pretencioso (sopes o sopa de tortilla de 200 pesos, por ejemplo) y sobre todo, no respetando las medidas de sana distancia o limpieza para covid 19, nunca volverÃ©,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Muy chevere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,Tienen buen sabor los alimentos, solo no hay variedad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,Muy buen servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Muy buen servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Muy amable el personal, comida muy rica, el lugar es hermoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Bello lugar, espacioso y muy tranquilo, buen servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Comida deliciosa, vista espectacular, protocolos de sanitizacion seguidos al pie de la letra, buen lugar para pasarlo en familia o en pareja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Great service. We celebrated a birthday and it was great.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Tiene una vista es increible y un buen servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,La vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,El menu del buffet muy sabroso, vista y espacios inmejorables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente lugar y muy atentos ademÃ¡s muy rica la comida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,Las enmoladas mÃ¡s ricas que he comido!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Hermoso restaurante con una vista increÃ­ble. La comida estÃ¡ muy rica, el atendimiento super atencioso y tienen lindos detalles con los clientes (como en mi caso, pueden ver en la foto, me regalaron un pastel por mi aniversÃ¡rio con mi novio). Costo beneficio vale la pena tambiÃ©n, relativamente equilibrado (sÃ³lo la fruta que es demasiada cara," pero nÃ­vel absurdo hehe)
Recomiendo definitivamente", experiencia maravillosa:),,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente lugar!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,Muy agradable poca gente y una vista genial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Amplio, elegante, con una vista que recrea el alma, alimentos exquisitos y atenciÃ³n de alto nivel. Todo con un cuidado estricto pero sutil de las normas de higiene y la nueva normalidad, todo bien.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,2,Con lo del covid el menÃº es muy reducido y no hay mucha variedad, si van a ir con sus hijos ni menÃº hay para ellos. ðŸ‘Ž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,"Excelente higiene y vista.
Cumplen con las medidas sanitarias estipuladas ante la pandemia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,2,Comida promedio," no hay mucha variedad.
El precio es alto para lo que ofrecen.
Lo Ãºnico bueno es la vista al lago.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Me encantÃ³ la comida y la atenciÃ³n del personal, y la limpieza del lugar es excelente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,Delicious food, good service. Clean and peaceful, but the place needs maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Buen servicio y la comida es deliciosa. El lugar estÃ¡ muy bonito y tienes una excelente vista. Ideal para una cita.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Muy hermosa la vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente vista, gran comida y coordialidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,ðŸ‘ðŸ‘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,"Limpio y cÃ³modo.
ImplementaciÃ³n COVID mejorando",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Gran lugar con una vista espectacular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Hermosa vista y atenciÃ³n. Platillos muy deliciosos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente comida, atenciÃ³n, preguntar por los postres!.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente servicio, rica comida y buen ambiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Por su higiene y amabilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Las medidas de higiene y sanitizaciÃ³n excelentes ðŸ‘ðŸ‘ðŸ‘ðŸ‘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Buen trato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,"""El mejor desayuno del mundo mundial."" La opiniÃ³n de mi hijo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Hermoso lugar y atenciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Sigo siendo un lugar romÃ¡ntico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Agradable visita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,hermoso lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Siempre vuelvo con gusto, y no solamente por el restaurante, sino que por su ubicaciÃ³n en medio del bosque lo hace un lugar tremendamente bello.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Todo un clÃ¡sico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Genial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,De lo mejor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente lugar, muy bonito y se come muy rico, tener un date especial ahi es genial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,IncreÃ­ble lugar y la comida deliciosa...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Pocos lugares tienen tan excelente vista como este restaurante. La comida siempre exquisita, lo amo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,Un hermosos lugar, muy romÃ¡ntico de noche y la comida estÃ¡ super recomendable  10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Con una arquitectura moderna y novedosa," nos abre sus puertas El Lago Restaurante. Sitio con una gigantesca bÃ³veda trasparente por donde se puede admirar de cerca el Lago de Chapultepec.
La tradiciÃ³n en este elegante restaurant", es la comida mexicana, misma que se puede disfrutar con exquisita cuberterÃ­a, copas de cristal," y la atenciÃ³n y amabilidad del personal.
El Lago Restaurante", cuenta con una isleta al aire libre, para llevar a cabo eventos con mayor glamour. TambiÃ©n tiene salones para juntas de negocios," o festejos varios.
Posee estacionamiento", servicio de valet parking y rampas para sillas de ruedas.,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Siempre recomendable. Le falta un poquito de variedad en el menÃº pero la atenciÃ³n y vista es otro nivel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Uno dei migliori ristoranti di CittÃ  del Messico, molto ben frequentato e adatto sia ai singoli che ai gruppi. Ci sono stato di giorno a pranzo e lo avrei apprezzato di piÃ¹ se Montezuma non avesse iniziato a vendicarsi anche con me. PerÃ², nonostante tutto ho ben goduto dellâ€™ambiente che offre una rara calma in questa cittÃ  immensa e super attiva. Ci tornerÃ² senzâ€™altro!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,Muy rica comida, atenciÃ³n espectacular, un evento magnÃ­fico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Buena comida y servicio. Vista maravillosa al lago. Instalaciones impecables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Really nice restaurant in mexico city.  Posh reaturant and in safe and expensive neighborhood.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente restaurante para comer y disfrutar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,4,RelaciÃ³n valor precio muy susceptible de mejorar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente lugar para cenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente lugar justo en el centro del bosque de Chapultepec, III secciÃ³n para ser preciso, tiene una vista acogedora y natural, elegante, muy recomendable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Buen servicio conviene en la maÃ±ana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Deliciosa su comida y atenciÃ³n buenÃ­sima muy higiÃ©nico todo bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Tienen un excelente servicio, siempre estÃ¡n atentos a ti, la comida es muy rica. Lo recomiendo mucho !!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,IncreÃ­ble vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Excelente lugar, comida riquÃ­sima y buena atenciÃ³n.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Lago Restaurante,5,Vista panorÃ¡mica increÃ­ble. AtenciÃ³n de los meseros excelente! Precios: hay que ahorrar para disfrutar de estos lujos jeje. RegresarÃ­a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,El espacio de parking es bueno y servicio excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Un clÃ¡sico de San Ãngel. Una gran  variedad de platillos de comida mexicana. La carta es muy amplia, asÃ­ como la carta de coctailes," bebidas y vinos. Tiene zona de fumar en exterior e interior en la parte alta. Ideal para ir con amigos o familia. Excelente servicio.
Actualmente estÃ¡n usando todas las medidas de salud. AdemÃ¡s de las que conocemos como el tapete sanitario",  tomar la temperatura, el gel y la separaciÃ³n entre mesas,  usan cubrebocas, guantes y careta todo el personal,  las mesas se desinfectan al salir los comensales, hay gel en cada mesa,  los cubiertos vienen en un sobre y el automÃ³vil es limpiado por el valet Parking antes de entregarlo.  Realmente estÃ¡n haciendo su trabajo excelentemente bien.,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Se come muy muy bien y el servicio excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,One of the best places to eat in Mexico. On rainy season you cannot miss Escamoles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Todo un clÃ¡sico de la Ciudad de MÃ©xico. Pocos restaurantes conservan durante tantos aÃ±os la calidad tanto en el servicio como en los alimentos. Imperdible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,"Los mejores chiles en nogada de MÃ©xico!
Utilizan nuez de castilla peleda!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,"Me pueden mandar su menÃº que manejan con la pandemia!!
Se los agradecerÃ­a.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Excelente restaurante como siempre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,3,El costo es algo excesivo, los platillos estÃ¡n deliciosos, pero no son fuera de serie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,1,El servicio muy lento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,DELICIOSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,4,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,4,Excelente lugar buena terraza costo promedio 500.00por persona recomiendo diferentes taquitos la orden es de cinco  buenÃ­simos disfrutenlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Alto nivel de comida y confortable, visitenlo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,I met friends Hos A and Hos B here.  I learned a little bit of mexican from them.  The cerni esada is great. 10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,3,Es un lugar que a los largo de muchas visitas ha tenido altibajos en la cocina....platos frÃ­os casi siempre...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,4,Me gusta comer en la terraza.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Bueno, de lujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,3,El lugar es muy bonito, las entradas estuvieron muy ricas pero el servicio estuvo muy lento y los platos salieron a destiempo y el filete mignon estaba demasiado seco, para el precio yo esperaba un poco mÃ¡s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,3,El lugar es muy bonito, sin embargo lo sentÃ­ bastante caro, tanto en comida como en bebidas, la atenciÃ³n y el servicio es bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Servicio impecable. Alimentos exquisitos. Ambiente inmejorable para comidas de negocios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Buen lugar, muy bonito, la comida excelente, los precios son altos. Mayor inconveniente, que se tardan mucho en llevar los platillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,EstÃ¡ muy genial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Excelente lugar para una cena de negocios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Excelente lugar para comer o cenar. Comida mexicana contemporÃ¡nea. Todos los platillos son deliciosos. Las veces que he ido a este lugar pido platillos diferentes, y todos han sido una delicia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,No es un lugar barato, pero se come bastante bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,4,Bueno pero no es equivalente al precio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,4,Muy buena comida y excelente atenciÃ³n y servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,los alimentos deliciosos y el lugar muy bonito para cenar tranquilamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,4,lugar agradable con terraza con chimenea muy rico su carta, excelente servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Excelente ambiente. Platillos muy ricos. Recomendable el patio donde estÃ¡ la chimenea!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Muy bonito lugar, ambiente agradable, la comida  deliciosa felicidades...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadiana,5,Todo delicioso.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
